component,field,target_class,ngh_class,source_asset,source_path,target_path,source_sha256,target_sha256_before,status_before,status_after,target_sha256_after
HabboCatalogCom,guildSelectorWidget,HabboCatalogCom_guildSelectorWidget,class_259,629_class_259.bin,C:\habbo\client\habbo-client-ngh\binaryData\629_class_259.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_guildSelectorWidget.bin,e39ce4e010ad35bf82ea2d42b808267328780c646db3a63ad5a1c6a7fcdc6a06,74d57c11fd59942962b9e2b67eaf7747536b863449a902d55c870e0d8ff625e7,different,copied,e39ce4e010ad35bf82ea2d42b808267328780c646db3a63ad5a1c6a7fcdc6a06
HabboCatalogCom,guildBadgeViewWidget,HabboCatalogCom_guildBadgeViewWidget,class_288,945_class_288.bin,C:\habbo\client\habbo-client-ngh\binaryData\945_class_288.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_guildBadgeViewWidget.bin,77adab82a9bbcadc5bd3778bd25439a2277d87743626747ee878fe85a7ccd20f,77adab82a9bbcadc5bd3778bd25439a2277d87743626747ee878fe85a7ccd20f,identical,identical,77adab82a9bbcadc5bd3778bd25439a2277d87743626747ee878fe85a7ccd20f
HabboCatalogCom,guild_selector_widget_item,HabboCatalogCom_guild_selector_widget_item,class_397,1653_class_397.bin,C:\habbo\client\habbo-client-ngh\binaryData\1653_class_397.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_guild_selector_widget_item.bin,bcbed96354b8becb99cb757471cd8e55f0997302df64999f9f1e8532b9d98539,bcbed96354b8becb99cb757471cd8e55f0997302df64999f9f1e8532b9d98539,identical,identical,bcbed96354b8becb99cb757471cd8e55f0997302df64999f9f1e8532b9d98539
HabboCatalogCom,club_direct_buy_xml,HabboCatalogCom_club_direct_buy_xml,class_401,2004_class_401.bin,C:\habbo\client\habbo-client-ngh\binaryData\2004_class_401.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_club_direct_buy_xml.bin,6e0a0ba9ae9db94d4d052e177906d80f31b30b4fe20f7c3992d5d11073163f10,7da9376b8727fe31083143c2f7806b462d8e2b908c52fca1933559512153f902,different,copied,6e0a0ba9ae9db94d4d052e177906d80f31b30b4fe20f7c3992d5d11073163f10
HabboCatalogCom,club_direct_buy_success_xml,HabboCatalogCom_club_direct_buy_success_xml,class_351,391_class_351.bin,C:\habbo\client\habbo-client-ngh\binaryData\391_class_351.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_club_direct_buy_success_xml.bin,e4f972a8853cb4becda219475e42c1ff67c36357711c5427e4c0def78585c175,7f8a74404b855b4086730ef208e8c22959b558125e13cb7d501bf508e1ad2c22,different,copied,e4f972a8853cb4becda219475e42c1ff67c36357711c5427e4c0def78585c175
HabboCatalogCom,catalog_icon_badge_included,HabboCatalogCom_catalog_icon_badge_included,class_284,1251_class_284.png,C:\habbo\client\habbo-client-ngh\images\1251_class_284.png,C:\habbo\client\habbo-client-clean\src\images\HabboCatalogCom_catalog_icon_badge_included.png,9f7f8960860a9dee433e0496a5852ba2d6b3da3b4b10ef9607ba385851b2940d,eec1b820a4c0e5bb252625285508bd97e4589bd7b239264f0d9fa2f30f0977e8,different,copied,9f7f8960860a9dee433e0496a5852ba2d6b3da3b4b10ef9607ba385851b2940d
HabboCatalogCom,catalog_icon_ninja_effect_included,HabboCatalogCom_catalog_icon_ninja_effect_included,class_396,893_class_396.png,C:\habbo\client\habbo-client-ngh\images\893_class_396.png,C:\habbo\client\habbo-client-clean\src\images\HabboCatalogCom_catalog_icon_ninja_effect_included.png,cdee3494ba6563d36b902740cc062e0139d523b16a6ca60b9831caa1578076d8,191bb6ba3035d96e8accbfa93b2d348b73d5cfa6270dcf49568a34f114d1918c,different,copied,cdee3494ba6563d36b902740cc062e0139d523b16a6ca60b9831caa1578076d8
HabboCatalogCom,badgeDisplayWidget,HabboCatalogCom_badgeDisplayWidget,class_322,1602_class_322.bin,C:\habbo\client\habbo-client-ngh\binaryData\1602_class_322.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_badgeDisplayWidget.bin,2d8fbc4bd88b4a2cc23479ca76d7d99852b393caaf99dc877f94d5a1dafd2b9f,2d8fbc4bd88b4a2cc23479ca76d7d99852b393caaf99dc877f94d5a1dafd2b9f,identical,identical,2d8fbc4bd88b4a2cc23479ca76d7d99852b393caaf99dc877f94d5a1dafd2b9f
HabboCatalogCom,spinnerWidget,HabboCatalogCom_spinnerWidget,class_399,1509_class_399.bin,C:\habbo\client\habbo-client-ngh\binaryData\1509_class_399.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_spinnerWidget.bin,d8583aea8c632735cbaa6574a1ea4cbd98792e3b8376e89ba3c58a3d4d6442cb,d8583aea8c632735cbaa6574a1ea4cbd98792e3b8376e89ba3c58a3d4d6442cb,identical,identical,d8583aea8c632735cbaa6574a1ea4cbd98792e3b8376e89ba3c58a3d4d6442cb
HabboCatalogCom,catalog_volter,HabboCatalogCom_catalog_volter,class_294,2167_class_294.bin,C:\habbo\client\habbo-client-ngh\binaryData\2167_class_294.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_catalog_volter.bin,8123e71d571c0d409a551f65a1871f7f0aa12f2e47ae4c6ed4cbf7a607bdc9b6,f1e2028f5a89470cf3cd0661fc852b6d615bee50fe5ca2793591417ce135bc91,different,copied,8123e71d571c0d409a551f65a1871f7f0aa12f2e47ae4c6ed4cbf7a607bdc9b6
HabboCatalogCom,catalog_ubuntu,HabboCatalogCom_catalog_ubuntu,class_316,2311_class_316.bin,C:\habbo\client\habbo-client-ngh\binaryData\2311_class_316.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_catalog_ubuntu.bin,acc9ca3a52533d439e45b15a1f9609f4178461be88dfb7d256a1a223a2b74d17,69751133caf6ce77463f0d5138fafa00c686477ffb0bb8b461363ed4d45e7c9c,different,copied,acc9ca3a52533d439e45b15a1f9609f4178461be88dfb7d256a1a223a2b74d17
HabboCatalogCom,catalog_ubuntu_with_tabs,HabboCatalogCom_catalog_ubuntu_with_tabs,class_283,2403_class_283.bin,C:\habbo\client\habbo-client-ngh\binaryData\2403_class_283.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_catalog_ubuntu_with_tabs.bin,3a02e4a34bc17e929cf1fd79120fbbd4308d750dfeef8c1be6e7a31423848a50,624ab13126a4860637b50c7a2c69fb72ef000d9bc39b30acfe338bffc3e831fc,different,copied,3a02e4a34bc17e929cf1fd79120fbbd4308d750dfeef8c1be6e7a31423848a50
HabboCatalogCom,discountPromoItem,HabboCatalogCom_discountPromoItem,class_266,458_class_266.bin,C:\habbo\client\habbo-client-ngh\binaryData\458_class_266.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_discountPromoItem.bin,7b156ba223a39ffd6bdb6b0a8fcfdc731536c091e1bbb69a9dd6fef3b6f32d5f,7b156ba223a39ffd6bdb6b0a8fcfdc731536c091e1bbb69a9dd6fef3b6f32d5f,identical,identical,7b156ba223a39ffd6bdb6b0a8fcfdc731536c091e1bbb69a9dd6fef3b6f32d5f
HabboCatalogCom,discountValueItem,HabboCatalogCom_discountValueItem,class_278,299_class_278.bin,C:\habbo\client\habbo-client-ngh\binaryData\299_class_278.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_discountValueItem.bin,f7a4d5711559f23ba76991e77fccd9d48cb19a2bcc1f2b6c2cbee07844944499,f7a4d5711559f23ba76991e77fccd9d48cb19a2bcc1f2b6c2cbee07844944499,identical,identical,f7a4d5711559f23ba76991e77fccd9d48cb19a2bcc1f2b6c2cbee07844944499
HabboCatalogCom,totalPriceWidget,HabboCatalogCom_totalPriceWidget,class_263,1790_class_263.bin,C:\habbo\client\habbo-client-ngh\binaryData\1790_class_263.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_totalPriceWidget.bin,dd959a24e6a7696dd4211479c89ca70fcad5d6803a089479a8ec3c19ccb56bae,dd959a24e6a7696dd4211479c89ca70fcad5d6803a089479a8ec3c19ccb56bae,identical,identical,dd959a24e6a7696dd4211479c89ca70fcad5d6803a089479a8ec3c19ccb56bae
HabboCatalogCom,bundle_discount_star_sheet,HabboCatalogCom_bundle_discount_star_sheet,class_295,803_class_295.png,C:\habbo\client\habbo-client-ngh\images\803_class_295.png,C:\habbo\client\habbo-client-clean\src\images\HabboCatalogCom_bundle_discount_star_sheet.png,f463327e9d2a133d4cec09dc3c69bfee9a875ef4d4386c349fb733a8381024d3,e9918ea82ebacac670034d5412a86ddb206f56ee155f5e8aee61dfe2da0b4374,different,copied,f463327e9d2a133d4cec09dc3c69bfee9a875ef4d4386c349fb733a8381024d3
HabboCatalogCom,thumb_up,HabboCatalogCom_thumb_up,class_345,1319_class_345.png,C:\habbo\client\habbo-client-ngh\images\1319_class_345.png,C:\habbo\client\habbo-client-clean\src\images\HabboCatalogCom_thumb_up.png,910dfee3fb940bf52ad18ae3b20676417a7623339c4114c49fd73e7fb9dcedd8,d1ede03428474d3a4b81fc4811d49617b060c3b50a074dfbffdab0b7f57882f6,different,copied,910dfee3fb940bf52ad18ae3b20676417a7623339c4114c49fd73e7fb9dcedd8
HabboCatalogCom,bundlesInfoItem,HabboCatalogCom_bundlesInfoItem,class_234,1511_class_234.bin,C:\habbo\client\habbo-client-ngh\binaryData\1511_class_234.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_bundlesInfoItem.bin,996fbffbea1265884852c2a25694c1370c563f34b0907db44d2d9ae51e4fdc9a,996fbffbea1265884852c2a25694c1370c563f34b0907db44d2d9ae51e4fdc9a,identical,identical,996fbffbea1265884852c2a25694c1370c563f34b0907db44d2d9ae51e4fdc9a
HabboCatalogCom,soldLtdItemsWidget,HabboCatalogCom_soldLtdItemsWidget,class_395,1771_class_395.bin,C:\habbo\client\habbo-client-ngh\binaryData\1771_class_395.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_soldLtdItemsWidget.bin,71ec204fb6df72b62ded27abcb7ebaefe7a9753f61f69135b659d7f0c7ee30a8,308a5561845efec66c212a14cd98790bfe9f691dd84ef5ddbc8a310274a0d179,different,copied,71ec204fb6df72b62ded27abcb7ebaefe7a9753f61f69135b659d7f0c7ee30a8
HabboCatalogCom,rent_confirmation,HabboCatalogCom_rent_confirmation,class_348,388_class_348.bin,C:\habbo\client\habbo-client-ngh\binaryData\388_class_348.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_rent_confirmation.bin,a384119cfb8bbfed6ef3e55c4e77d47191370833840f1986c93a8a4682317daf,710fd40af57c17c65025f336a537bc305194a677b1bdb30076a5c4727e152148,different,copied,a384119cfb8bbfed6ef3e55c4e77d47191370833840f1986c93a8a4682317daf
HabboCatalogCom,badgeGridItem,HabboCatalogCom_badgeGridItem,class_362,1190_class_362.bin,C:\habbo\client\habbo-client-ngh\binaryData\1190_class_362.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_badgeGridItem.bin,4a123f0aeb99c580980395604508678da86f9d45101d3d6d3bc4f25ed4990b1d,4a123f0aeb99c580980395604508678da86f9d45101d3d6d3bc4f25ed4990b1d,identical,identical,4a123f0aeb99c580980395604508678da86f9d45101d3d6d3bc4f25ed4990b1d
HabboCatalogCom,activityPointDisplayWidget,HabboCatalogCom_activityPointDisplayWidget,class_387,2000_class_387.bin,C:\habbo\client\habbo-client-ngh\binaryData\2000_class_387.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_activityPointDisplayWidget.bin,ae36e9dc33fef1fbd48bc81e18b327c7859a583eb5c67998767b5c6a00dabfc2,113bdf457fde49e0f8f0bd458f60b3ca15bcfe647ea6889138061abd39faa6b0,different,copied,ae36e9dc33fef1fbd48bc81e18b327c7859a583eb5c67998767b5c6a00dabfc2
HabboCatalogCom,addOnBadgeViewWidget,HabboCatalogCom_addOnBadgeViewWidget,class_349,2214_class_349.bin,C:\habbo\client\habbo-client-ngh\binaryData\2214_class_349.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_addOnBadgeViewWidget.bin,2a164cfea72a390a008b3512f4e883168fdd27a6b9b62dff514f25ba788fa4c9,2a164cfea72a390a008b3512f4e883168fdd27a6b9b62dff514f25ba788fa4c9,identical,identical,2a164cfea72a390a008b3512f4e883168fdd27a6b9b62dff514f25ba788fa4c9
HabboCatalogCom,builderWidget,HabboCatalogCom_builderWidget,class_265,775_class_265.bin,C:\habbo\client\habbo-client-ngh\binaryData\775_class_265.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_builderWidget.bin,675e441218ee255d7b86475bdc1ab81be9a828d689841d30114f26dad3e78d97,675e441218ee255d7b86475bdc1ab81be9a828d689841d30114f26dad3e78d97,identical,identical,675e441218ee255d7b86475bdc1ab81be9a828d689841d30114f26dad3e78d97
HabboCatalogCom,targeted_offer_dialog_xml,HabboCatalogCom_targeted_offer_dialog_xml,class_398,1654_class_398.bin,C:\habbo\client\habbo-client-ngh\binaryData\1654_class_398.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_targeted_offer_dialog_xml.bin,1dce1f57554733efa26d9e3a0f95348e0c688934bead64b324878131ed9d9bc1,e4df4775eed4e920bc12ae0ab17c7b236631703609eb63fdff62752ef0830534,different,copied,1dce1f57554733efa26d9e3a0f95348e0c688934bead64b324878131ed9d9bc1
HabboCatalogCom,targeted_offer_dialog_variation_xml,HabboCatalogCom_targeted_offer_dialog_variation_xml,class_286,655_class_286.bin,C:\habbo\client\habbo-client-ngh\binaryData\655_class_286.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_targeted_offer_dialog_variation_xml.bin,f83eab66c352d95642b87798b3d22b9147d1855b3005939560635e25f0dc446f,a04b474df4e6a52d053f1cafbdd3234c74bc1a5828bc7d17d5c1472a61a0cb9d,different,copied,f83eab66c352d95642b87798b3d22b9147d1855b3005939560635e25f0dc446f
HabboCatalogCom,targeted_offer_minimized_xml,HabboCatalogCom_targeted_offer_minimized_xml,class_330,2203_class_330.bin,C:\habbo\client\habbo-client-ngh\binaryData\2203_class_330.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_targeted_offer_minimized_xml.bin,daff6be22540fb60855770549aee01f18c7c6eb57e7a6b84a7391cf9b4cbdfbc,7d28d6ed7418b8b7265c7764ad23a78755e2262e815edd1e8df40b8610bc8316,different,copied,daff6be22540fb60855770549aee01f18c7c6eb57e7a6b84a7391cf9b4cbdfbc
HabboCatalogCom,targeted_offer_purchase_confirmation_xml,HabboCatalogCom_targeted_offer_purchase_confirmation_xml,class_319,531_class_319.bin,C:\habbo\client\habbo-client-ngh\binaryData\531_class_319.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_targeted_offer_purchase_confirmation_xml.bin,2a2825086a2eb8e48098dd78e74a7cf7cf163ecc6e4d0aaf8965394302de3736,14f3768428f4f07d8179f2fe7b3f75397abcae3d2a34b2188893e01d7c8df6a0,different,copied,2a2825086a2eb8e48098dd78e74a7cf7cf163ecc6e4d0aaf8965394302de3736
HabboCatalogCom,targeted_offer_habbomall_xml,HabboCatalogCom_targeted_offer_habbomall_xml,class_273,296_class_273.bin,C:\habbo\client\habbo-client-ngh\binaryData\296_class_273.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_targeted_offer_habbomall_xml.bin,44285a779a3fa707d151263a27e137577ce121c6516f477db23c4ebb30cd2a7e,bbf785ab42b3a1a1b854a0058370682b5849591a828dae83109f30d8ef822dec,different,copied,44285a779a3fa707d151263a27e137577ce121c6516f477db23c4ebb30cd2a7e
HabboCatalogCom,offer_center_xml,HabboCatalogCom_offer_center_xml,class_242,1895_class_242.bin,C:\habbo\client\habbo-client-ngh\binaryData\1895_class_242.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_offer_center_xml.bin,f6bc8a47a851913fd1f10d9e6d93f02864d78d7d40013e587b0f69e865a474b8,4f126d81d087d55d98bf5076fd21baec8c3c2ce2193b5c939679bc1cdd33fb2c,different,copied,f6bc8a47a851913fd1f10d9e6d93f02864d78d7d40013e587b0f69e865a474b8
HabboNavigatorCom,manifest,HabboNavigatorCom_manifest,class_471,1460_class_471.bin,C:\habbo\client\habbo-client-ngh\binaryData\1460_class_471.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboNavigatorCom_manifest.bin,be2ac92c8c3b0e6b0d44c6bbba38f4f362c7e567e7b33eeca8d49595f0f355a4,be2ac92c8c3b0e6b0d44c6bbba38f4f362c7e567e7b33eeca8d49595f0f355a4,identical,identical,be2ac92c8c3b0e6b0d44c6bbba38f4f362c7e567e7b33eeca8d49595f0f355a4
HabboNavigatorCom,arrow_down_white_png,HabboNavigatorCom_arrow_down_white_png,class_495,1124.png,C:\habbo\client\habbo-client-ngh\images\1124.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_arrow_down_white_png.png,c53678625ab8f5023100c0d3b20c35fad900f4c5b759d3a6edccfedc1c7bebe0,c1dcdaf2d6a89f81f8a7a1cd9840c2e81f83760bb2dd4fa907b1b9922a98e4f9,different,copied,c53678625ab8f5023100c0d3b20c35fad900f4c5b759d3a6edccfedc1c7bebe0
HabboNavigatorCom,arrow_right_white_png,HabboNavigatorCom_arrow_right_white_png,class_427,1555.png,C:\habbo\client\habbo-client-ngh\images\1555.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_arrow_right_white_png.png,9fd08d5bf71a9edd918a66e2f2cdf69286667ce650415f19b36cbcc699a45f1c,65f310b7d13c25ecd7167f16c9ac198e068086f084f04a849b7ec1062651daef,different,copied,9fd08d5bf71a9edd918a66e2f2cdf69286667ce650415f19b36cbcc699a45f1c
HabboNavigatorCom,create_room_png,HabboNavigatorCom_create_room_png,class_429,651_class_429.png,C:\habbo\client\habbo-client-ngh\images\651_class_429.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_create_room_png.png,167d2009d963ef1c50ebf397c0bd98ce6f30ce862f10f41fbfad08e9f0ef80e9,38e4b8119ea184934549d0a70c6402707b91c74afd58d2a91740758bf01b6a7a,different,copied,167d2009d963ef1c50ebf397c0bd98ce6f30ce862f10f41fbfad08e9f0ef80e9
HabboNavigatorCom,doormode_doorbell_png,HabboNavigatorCom_doormode_doorbell_png,class_437,1808_class_437.png,C:\habbo\client\habbo-client-ngh\images\1808_class_437.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_doormode_doorbell_png.png,c1dcdf5a98ba54a0d6ec9e0bc59c5c0206ddf7e70f57c3d94cffc0e172dbd90f,388ca36507167fe426698becb836dabff81eb125e3df016d8c924cc0b50cd37d,different,copied,c1dcdf5a98ba54a0d6ec9e0bc59c5c0206ddf7e70f57c3d94cffc0e172dbd90f
HabboNavigatorCom,doormode_doorbell_small_png,HabboNavigatorCom_doormode_doorbell_small_png,class_498,899.png,C:\habbo\client\habbo-client-ngh\images\899.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_doormode_doorbell_small_png.png,4e7fbdec4a324fa44b11dff3b7182b58a09dbd5875842236b58a6667faef0c3d,6bb14d2ae0092b4fe6ece6cc794cc89106fa18687ee125c007a2e26046189bd9,different,copied,4e7fbdec4a324fa44b11dff3b7182b58a09dbd5875842236b58a6667faef0c3d
HabboNavigatorCom,doormode_password_png,HabboNavigatorCom_doormode_password_png,class_448,1949_class_448.png,C:\habbo\client\habbo-client-ngh\images\1949_class_448.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_doormode_password_png.png,f25abb3ccae765dcdf8a831fc21e85c500525d51fb3e5bb92d8e6457b1964fd4,b602aa892dbd17dd01bbb91f184fdbf3d59ccdb0b4f3b823503d083d0c0a39e5,different,copied,f25abb3ccae765dcdf8a831fc21e85c500525d51fb3e5bb92d8e6457b1964fd4
HabboNavigatorCom,doormode_password_small_png,HabboNavigatorCom_doormode_password_small_png,class_414,1006.png,C:\habbo\client\habbo-client-ngh\images\1006.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_doormode_password_small_png.png,7478b2864d0711369cf5cbd4401003fcb9a39c5aea5c94244a419cac6f34f21a,f90bac8a00befb344175e83fc06fe9e4ab4e5beed9b3b808ca78732af01e4fcf,different,copied,7478b2864d0711369cf5cbd4401003fcb9a39c5aea5c94244a419cac6f34f21a
HabboNavigatorCom,doormode_invisible_png,HabboNavigatorCom_doormode_invisible_png,class_434,1564_class_434.png,C:\habbo\client\habbo-client-ngh\images\1564_class_434.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_doormode_invisible_png.png,8eec5bcdef73b587eb172e6004d0a7b1f16cb0668059c5a7d631309a2da77cf1,72584e4c00e8f1007b0d206f22dacb652a20dd12d3ecd980a434ab5de5000399,different,copied,8eec5bcdef73b587eb172e6004d0a7b1f16cb0668059c5a7d631309a2da77cf1
HabboNavigatorCom,doormode_invisible_small_png,HabboNavigatorCom_doormode_invisible_small_png,class_477,462.png,C:\habbo\client\habbo-client-ngh\images\462.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_doormode_invisible_small_png.png,23d5ef3fe4820ea99e4502ebc3234be8a2e083d9d7bd1a66f5d1f50436665454,76e2c263f5fef1041b819c9e318894f85ad8253aa6f9b5b50c18d1a486748ade,different,copied,23d5ef3fe4820ea99e4502ebc3234be8a2e083d9d7bd1a66f5d1f50436665454
HabboNavigatorCom,enter_room_png,HabboNavigatorCom_enter_room_png,class_480,725_class_480.png,C:\habbo\client\habbo-client-ngh\images\725_class_480.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_enter_room_png.png,207f872c4c5bac9fc83ec7ad7b5ed8617e2e4c75c1b425512821fddddb0ff412,f78cfc55c9d3d6a752302a9257bc6bfdcfe3832d0e7c9af5e4dc3ae890159f76,different,copied,207f872c4c5bac9fc83ec7ad7b5ed8617e2e4c75c1b425512821fddddb0ff412
HabboNavigatorCom,enter_room_l_png,HabboNavigatorCom_enter_room_l_png,class_405,1890_class_405.png,C:\habbo\client\habbo-client-ngh\images\1890_class_405.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_enter_room_l_png.png,1b5cd455a82a050af8b68805ec79e559266bd64ca7e181bcb32ac06d2392521a,0b4e1c7a9cb6d0cbccc396259e717edd122c22fac25595ac7cbe1cd3624d3a61,different,copied,1b5cd455a82a050af8b68805ec79e559266bd64ca7e181bcb32ac06d2392521a
HabboNavigatorCom,enter_room_m_png,HabboNavigatorCom_enter_room_m_png,class_428,2275_class_428.png,C:\habbo\client\habbo-client-ngh\images\2275_class_428.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_enter_room_m_png.png,554cffedfeff62b9faae1797142b79a780c1ab05c66917a9f1bf80cc89f7cee4,89d3c399b77243ba367c72880659fa57b43af9be41ac5517ad509802444a3513,different,copied,554cffedfeff62b9faae1797142b79a780c1ab05c66917a9f1bf80cc89f7cee4
HabboNavigatorCom,enter_room_r_png,HabboNavigatorCom_enter_room_r_png,class_466,2439_class_466.png,C:\habbo\client\habbo-client-ngh\images\2439_class_466.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_enter_room_r_png.png,4b574778db946df96c4327836d516fa7dc983ba238ee8c7507f3885b12701777,c77db087bc0aa6c304c11052d964fd4d719d942ba4abc42b3eeed2360996830a,different,copied,4b574778db946df96c4327836d516fa7dc983ba238ee8c7507f3885b12701777
HabboNavigatorCom,enter_room_a_png,HabboNavigatorCom_enter_room_a_png,class_420,1389_class_420.png,C:\habbo\client\habbo-client-ngh\images\1389_class_420.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_enter_room_a_png.png,02b6d4ea7af8826df51e310b56c379b7fa2cf24b5847c5a934bd9e833dafc6cf,b9837049e55d47a08ca0d651fe8dd7a2b57a8238535e07c9e10101733cee8fd4,different,copied,02b6d4ea7af8826df51e310b56c379b7fa2cf24b5847c5a934bd9e833dafc6cf
HabboNavigatorCom,favourite_png,HabboNavigatorCom_favourite_png,class_459,1409.png,C:\habbo\client\habbo-client-ngh\images\1409.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_favourite_png.png,e5795e80b8a7c383302377f7e8c2dc942f60feae8735e3fb191d52c06021106b,f0c3c6c97b3df4c2cc6393303baf930b0a10309a1a31c394a20fe067bf99e3f7,different,copied,e5795e80b8a7c383302377f7e8c2dc942f60feae8735e3fb191d52c06021106b
HabboNavigatorCom,facebook_logo_small_png,HabboNavigatorCom_facebook_logo_small_png,class_435,352.png,C:\habbo\client\habbo-client-ngh\images\352.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_facebook_logo_small_png.png,a7a002f5c463a750a62ecea8ff3be2e7f4b4b4ec07770c4ec34c85dea5cdbe13,2e76934a081dd7b93cf0cb06df26c29699edfa888b35e11096f77e541ec4b101,different,copied,a7a002f5c463a750a62ecea8ff3be2e7f4b4b4ec07770c4ec34c85dea5cdbe13
HabboNavigatorCom,group_base_icon_png,HabboNavigatorCom_group_base_icon_png,class_419,288.png,C:\habbo\client\habbo-client-ngh\images\288.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_group_base_icon_png.png,40b894ebfe9d0336312c9411f6a605b1f45a2b8c38de8995d305336a7b36cb5d,58b1551a36d8212ef95364f0c11eb8c1071c904266be896d48a382fbb52403ab,different,copied,40b894ebfe9d0336312c9411f6a605b1f45a2b8c38de8995d305336a7b36cb5d
HabboNavigatorCom,make_favourite_png,HabboNavigatorCom_make_favourite_png,class_464,704.png,C:\habbo\client\habbo-client-ngh\images\704.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_make_favourite_png.png,ef874dac05400b7e6f5af13b6b04016caae5049e999531fb40a736703a606197,968d83af24dd3b04563b34c48d8e4c736f2e76852f840207ac27e44ef5f7efbf,different,copied,ef874dac05400b7e6f5af13b6b04016caae5049e999531fb40a736703a606197
HabboNavigatorCom,home_png,HabboNavigatorCom_home_png,class_475,2208_class_475.png,C:\habbo\client\habbo-client-ngh\images\2208_class_475.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_home_png.png,5bc59d057fd130dc8f16d767454fe84e437a01e5031bf3ea27832ca3fd7fb2e6,47c1e0fedd0a8753749b9027869be0e4cf0d57b4cc9538e009d0b9bf0ce498d6,different,copied,5bc59d057fd130dc8f16d767454fe84e437a01e5031bf3ea27832ca3fd7fb2e6
HabboNavigatorCom,make_home_png,HabboNavigatorCom_make_home_png,class_455,2074_class_455.png,C:\habbo\client\habbo-client-ngh\images\2074_class_455.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_make_home_png.png,eb1036665a92c7e6153a4b5df157d07563d7f30e206b152c514e136ef8a02b2b,87be61aea7d7d312075c12cdcde094ef5d732f5dac66029d1e8c231ac9eafdf2,different,copied,eb1036665a92c7e6153a4b5df157d07563d7f30e206b152c514e136ef8a02b2b
HabboNavigatorCom,icon_weblink_png,HabboNavigatorCom_icon_weblink_png,class_479,1569.png,C:\habbo\client\habbo-client-ngh\images\1569.png,C:\habbo\client\habbo-client-clean\src\images\HabboNavigatorCom_icon_weblink_png.png,88bea068e737bb6ef4b52e55fd653ca3eb44b9a69826a582632489edde383639,68a275a2f1d55713c829fb55242e23109605ca7f81e1423b31683b89a5d73bfa,different,copied,88bea068e737bb6ef4b52e55fd653ca3eb44b9a69826a582632489edde383639
