component,field,target_class,ngh_class,source_asset,source_path,target_path,source_sha256,target_sha256_before,status_before,status_after,target_sha256_after
HabboCatalogCom,old_layout_pets,HabboCatalogCom_old_layout_pets,class_305,2415_class_305.bin,C:\habbo\client\habbo-client-ngh\binaryData\2415_class_305.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_old_layout_pets.bin,d195f0a8abbe6aa9b83a0573cdb817bea48212f9033ae42d79b65d6a06a2c315,49daada52da5a85dc7e33792b0208527595bf480f46ef643da452dcab672acd8,different,copied,d195f0a8abbe6aa9b83a0573cdb817bea48212f9033ae42d79b65d6a06a2c315
HabboCatalogCom,old_layout_roomads,HabboCatalogCom_old_layout_roomads,class_251,760_class_251.bin,C:\habbo\client\habbo-client-ngh\binaryData\760_class_251.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_old_layout_roomads.bin,c8ef2b2cfa87c5831a7aeb176ffcfb8109081e0bd92bac6d671b087a042600ce,feee8fba3094b008243bc52b800ef6fcd3caaaf2fad802998532e89ec9b0391f,different,copied,c8ef2b2cfa87c5831a7aeb176ffcfb8109081e0bd92bac6d671b087a042600ce
HabboCatalogCom,old_layout_recycler_info,HabboCatalogCom_old_layout_recycler_info,class_303,2294_class_303.bin,C:\habbo\client\habbo-client-ngh\binaryData\2294_class_303.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_old_layout_recycler_info.bin,c7f6453edb3ae0629fa666f6e0d3d62cbbe91c3766f5b9cdbc41285810d80206,3f140cbb5c9a9c494a5ef612ecad1abcfb43e706796ddd94a65f31c07a96f684,different,copied,c7f6453edb3ae0629fa666f6e0d3d62cbbe91c3766f5b9cdbc41285810d80206
HabboCatalogCom,old_layout_recycler_prizes,HabboCatalogCom_old_layout_recycler_prizes,class_385,419_class_385.bin,C:\habbo\client\habbo-client-ngh\binaryData\419_class_385.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_old_layout_recycler_prizes.bin,e3b3ef1eaff8eeba8e97e209c3a2f8943f5fa5f3c6716fea54ec84346596dc10,3f3d064f1a58daec77da339496cbc48a663eca95bece8e1188ae05eccfda83fe,different,copied,e3b3ef1eaff8eeba8e97e209c3a2f8943f5fa5f3c6716fea54ec84346596dc10
HabboCatalogCom,old_layout_recycler,HabboCatalogCom_old_layout_recycler,class_315,1836_class_315.bin,C:\habbo\client\habbo-client-ngh\binaryData\1836_class_315.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_old_layout_recycler.bin,d82607a4569ff228b14ed2fc767d9a6017269ad724777938494592e818e655ac,3429aa2710709e54cb40cd8f70d5812f680e8df08ded251de3a07eec53021c9d,different,copied,d82607a4569ff228b14ed2fc767d9a6017269ad724777938494592e818e655ac
HabboCatalogCom,old_layout_soundmachine,HabboCatalogCom_old_layout_soundmachine,class_377,584_class_377.bin,C:\habbo\client\habbo-client-ngh\binaryData\584_class_377.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_old_layout_soundmachine.bin,28071de82c4e4cae91b43d3b4757e4b21ef56c1ab1a1adc73c55e0f280fbc4c1,28071de82c4e4cae91b43d3b4757e4b21ef56c1ab1a1adc73c55e0f280fbc4c1,identical,identical,28071de82c4e4cae91b43d3b4757e4b21ef56c1ab1a1adc73c55e0f280fbc4c1
HabboCatalogCom,old_layout_spaces_new,HabboCatalogCom_old_layout_spaces_new,class_309,683_class_309.bin,C:\habbo\client\habbo-client-ngh\binaryData\683_class_309.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_old_layout_spaces_new.bin,9fd3d11b79b8356b80d1395f87b272a83edce7f614f50c33539528a420cfbeef,9fd3d11b79b8356b80d1395f87b272a83edce7f614f50c33539528a420cfbeef,identical,identical,9fd3d11b79b8356b80d1395f87b272a83edce7f614f50c33539528a420cfbeef
HabboCatalogCom,old_layout_trophies,HabboCatalogCom_old_layout_trophies,class_250,759_class_250.bin,C:\habbo\client\habbo-client-ngh\binaryData\759_class_250.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_old_layout_trophies.bin,4cc3f6d76e1bbef0e6d382a39d55a6d3eb15545906c017401dcd4dd38dc99715,22b62ccaee733a9cebf9aaaa0c1f84996dc8865471d4a55a66d4439589ca11d0,different,copied,4cc3f6d76e1bbef0e6d382a39d55a6d3eb15545906c017401dcd4dd38dc99715
HabboCatalogCom,old_layout_vip_buy,HabboCatalogCom_old_layout_vip_buy,class_361,1484_class_361.bin,C:\habbo\client\habbo-client-ngh\binaryData\1484_class_361.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_old_layout_vip_buy.bin,5225ab4971f254ab72c2eece7d8bf42d099582a2d28fd304357603c6d6caf7fa,c4fdc8295b31b8052286880a14dc2bb907270400c94a2c16092741026e101807,different,copied,5225ab4971f254ab72c2eece7d8bf42d099582a2d28fd304357603c6d6caf7fa
HabboCatalogCom,old_layout_guild_custom_furni,HabboCatalogCom_old_layout_guild_custom_furni,class_233,2250_class_233.bin,C:\habbo\client\habbo-client-ngh\binaryData\2250_class_233.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_old_layout_guild_custom_furni.bin,11313066ae1ab93d23d9acf05d4db2c6e96ef5fa440e091d4709c09ff393765a,11313066ae1ab93d23d9acf05d4db2c6e96ef5fa440e091d4709c09ff393765a,identical,identical,11313066ae1ab93d23d9acf05d4db2c6e96ef5fa440e091d4709c09ff393765a
HabboCatalogCom,old_layout_guild_frontpage,HabboCatalogCom_old_layout_guild_frontpage,class_272,1393_class_272.bin,C:\habbo\client\habbo-client-ngh\binaryData\1393_class_272.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_old_layout_guild_frontpage.bin,4b748a8c31309bcd0d86f0afd9716e2914b110cbb32c5390a488a780faff45ba,31b4612a3ed998bff0f791beaac4eb74900d87aa327fa40d83140d47ab60d736,different,copied,4b748a8c31309bcd0d86f0afd9716e2914b110cbb32c5390a488a780faff45ba
HabboCatalogCom,old_layout_badge_display,HabboCatalogCom_old_layout_badge_display,class_258,1532_class_258.bin,C:\habbo\client\habbo-client-ngh\binaryData\1532_class_258.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_old_layout_badge_display.bin,416a3135a5304827c243c166519c862b00d8f964a8a9b12f6f48907ddc4f1186,bef7d3b28052ec97a14f473f10741d6f13c4b23279acc8376369bed9db307588,different,copied,416a3135a5304827c243c166519c862b00d8f964a8a9b12f6f48907ddc4f1186
HabboCatalogCom,old_layout_single_bundle,HabboCatalogCom_old_layout_single_bundle,class_329,548_class_329.bin,C:\habbo\client\habbo-client-ngh\binaryData\548_class_329.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_old_layout_single_bundle.bin,c873375cc2ca21d5a86f70ebf2552b1531791aef6cd0bb2dd864bf60f4baf5fc,c873375cc2ca21d5a86f70ebf2552b1531791aef6cd0bb2dd864bf60f4baf5fc,identical,identical,c873375cc2ca21d5a86f70ebf2552b1531791aef6cd0bb2dd864bf60f4baf5fc
HabboCatalogCom,habbo_orderinfo_cantbuycredits,HabboCatalogCom_habbo_orderinfo_cantbuycredits,class_353,857_class_353.bin,C:\habbo\client\habbo-client-ngh\binaryData\857_class_353.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_habbo_orderinfo_cantbuycredits.bin,7a921b52904f1f38cbedab9e5e7159822577d73fba5f95d8e8ffc45b26e5e0f9,7a921b52904f1f38cbedab9e5e7159822577d73fba5f95d8e8ffc45b26e5e0f9,identical,identical,7a921b52904f1f38cbedab9e5e7159822577d73fba5f95d8e8ffc45b26e5e0f9
HabboCatalogCom,habbo_orderinfo_dialog,HabboCatalogCom_habbo_orderinfo_dialog,class_341,2323_class_341.bin,C:\habbo\client\habbo-client-ngh\binaryData\2323_class_341.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_habbo_orderinfo_dialog.bin,09010d5fd0391df25cbaca72b1936b8c1c9272d7b5e221454d6abe20dc44327d,09010d5fd0391df25cbaca72b1936b8c1c9272d7b5e221454d6abe20dc44327d,identical,identical,09010d5fd0391df25cbaca72b1936b8c1c9272d7b5e221454d6abe20dc44327d
HabboCatalogCom,habbo_orderinfo_gift_checked,HabboCatalogCom_habbo_orderinfo_gift_checked,class_285,2044_class_285.bin,C:\habbo\client\habbo-client-ngh\binaryData\2044_class_285.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_habbo_orderinfo_gift_checked.bin,55715e499332efee6477a7bfaa2c1649bf67fce05e1358734107f2e98f00c33b,55715e499332efee6477a7bfaa2c1649bf67fce05e1358734107f2e98f00c33b,identical,identical,55715e499332efee6477a7bfaa2c1649bf67fce05e1358734107f2e98f00c33b
HabboCatalogCom,habbo_orderinfo_gift_unchecked,HabboCatalogCom_habbo_orderinfo_gift_unchecked,class_357,570_class_357.bin,C:\habbo\client\habbo-client-ngh\binaryData\570_class_357.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_habbo_orderinfo_gift_unchecked.bin,7aeec3345590916ce0d87698722ec57ba94889ce4d91ab8b751efef5c3706a02,7aeec3345590916ce0d87698722ec57ba94889ce4d91ab8b751efef5c3706a02,identical,identical,7aeec3345590916ce0d87698722ec57ba94889ce4d91ab8b751efef5c3706a02
HabboCatalogCom,habbo_orderinfo_nocredits,HabboCatalogCom_habbo_orderinfo_nocredits,class_324,2081_class_324.bin,C:\habbo\client\habbo-client-ngh\binaryData\2081_class_324.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_habbo_orderinfo_nocredits.bin,d53794a10bac721e510c585fe81c3ae660baef35a5a94f9c0fce6363ac13f4a5,d53794a10bac721e510c585fe81c3ae660baef35a5a94f9c0fce6363ac13f4a5,identical,identical,d53794a10bac721e510c585fe81c3ae660baef35a5a94f9c0fce6363ac13f4a5
HabboCatalogCom,habbo_orderinfo_receiver_suggestion,HabboCatalogCom_habbo_orderinfo_receiver_suggestion,class_389,2116_class_389.bin,C:\habbo\client\habbo-client-ngh\binaryData\2116_class_389.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_habbo_orderinfo_receiver_suggestion.bin,0132031c29b5b67d21760ec7d6fb5befc400120c56d935c245f9fa03801acc2e,0132031c29b5b67d21760ec7d6fb5befc400120c56d935c245f9fa03801acc2e,identical,identical,0132031c29b5b67d21760ec7d6fb5befc400120c56d935c245f9fa03801acc2e
HabboCatalogCom,clubBuyWidget,HabboCatalogCom_clubBuyWidget,class_355,2471_class_355.bin,C:\habbo\client\habbo-client-ngh\binaryData\2471_class_355.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_clubBuyWidget.bin,dcd29fcb968edcdc1d8803f00266c3198e77bf7f6af49e387d36c1a936b6bb9c,dcd29fcb968edcdc1d8803f00266c3198e77bf7f6af49e387d36c1a936b6bb9c,identical,identical,dcd29fcb968edcdc1d8803f00266c3198e77bf7f6af49e387d36c1a936b6bb9c
HabboCatalogCom,clubGiftWidget,HabboCatalogCom_clubGiftWidget,class_374,1344_class_374.bin,C:\habbo\client\habbo-client-ngh\binaryData\1344_class_374.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_clubGiftWidget.bin,b340a53ac24ce5234357050f135424847283cbde6c033e88cebf2ff40d760d23,b340a53ac24ce5234357050f135424847283cbde6c033e88cebf2ff40d760d23,identical,identical,b340a53ac24ce5234357050f135424847283cbde6c033e88cebf2ff40d760d23
HabboCatalogCom,colourGridWidget,HabboCatalogCom_colourGridWidget,class_318,1718_class_318.bin,C:\habbo\client\habbo-client-ngh\binaryData\1718_class_318.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_colourGridWidget.bin,cfe92c3bec24508c5503fdff9f4061318a10b8aeb08aaa76dce0455acc2a5103,f4d17b14f4df93a339040b0afc9a14854ecb1a5cdc78c8a06721f78e5cf7f833,different,copied,cfe92c3bec24508c5503fdff9f4061318a10b8aeb08aaa76dce0455acc2a5103
HabboCatalogCom,itemGridWidget,HabboCatalogCom_itemGridWidget,class_360,1334_class_360.bin,C:\habbo\client\habbo-client-ngh\binaryData\1334_class_360.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_itemGridWidget.bin,8ff7e9e2900fbf9c20e07a14d536deadff8e5f270e89b83b28f0aa3ad383ac9b,7773088c74b2abb1b2654ffc3ef8f58edf7f45de03c12c3cae9728fab699710a,different,copied,8ff7e9e2900fbf9c20e07a14d536deadff8e5f270e89b83b28f0aa3ad383ac9b
HabboCatalogCom,marketPlaceOwnItemsWidget,HabboCatalogCom_marketPlaceOwnItemsWidget,class_320,1300_class_320.bin,C:\habbo\client\habbo-client-ngh\binaryData\1300_class_320.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_marketPlaceOwnItemsWidget.bin,56c1e78d099a90b957f9afa329304b2542b6b826042fe7f276f95682fbed0fc9,44cd6deeaf98aca1926e47abe7a196faddf6c508d10f5457f25d82c5f4ab2c18,different,copied,56c1e78d099a90b957f9afa329304b2542b6b826042fe7f276f95682fbed0fc9
HabboCatalogCom,marketPlaceWidget,HabboCatalogCom_marketPlaceWidget,class_245,1073_class_245.bin,C:\habbo\client\habbo-client-ngh\binaryData\1073_class_245.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_marketPlaceWidget.bin,c6d1ed38b151577b052e5ac1304446490ec7151e4ee2754cf9fdb8c0e5a43992,b45615f083ef31700435de9dbf8570040cef3133938767cec2408df10b77a218,different,copied,c6d1ed38b151577b052e5ac1304446490ec7151e4ee2754cf9fdb8c0e5a43992
HabboCatalogCom,petPreviewWidget,HabboCatalogCom_petPreviewWidget,class_371,1874_class_371.bin,C:\habbo\client\habbo-client-ngh\binaryData\1874_class_371.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_petPreviewWidget.bin,4fe6c6bb4a952087aa8f677c5b49a30326ce005dbdc257971a38b69f7c432d01,4fe6c6bb4a952087aa8f677c5b49a30326ce005dbdc257971a38b69f7c432d01,identical,identical,4fe6c6bb4a952087aa8f677c5b49a30326ce005dbdc257971a38b69f7c432d01
HabboCatalogCom,productViewWidget,HabboCatalogCom_productViewWidget,class_301,1937_class_301.bin,C:\habbo\client\habbo-client-ngh\binaryData\1937_class_301.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_productViewWidget.bin,e766ca4b6092a906ad345fb7b4827fe7390f287a330008143a0768db307e5459,e933fabaf4649eb9d0254e371cc018f47a9115ec417bf5d03563409b01559cff,different,copied,e766ca4b6092a906ad345fb7b4827fe7390f287a330008143a0768db307e5459
HabboCatalogCom,purchaseWidget,HabboCatalogCom_purchaseWidget,class_402,2362_class_402.bin,C:\habbo\client\habbo-client-ngh\binaryData\2362_class_402.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_purchaseWidget.bin,363afe5b8f42d734ed645346c9cc1fa696b90168dd4235674d30aa847b2c334d,4de4178ff8bbd40ec903eb135a8cd5643d977bd9bfc1c88303609395a96cf06c,different,copied,363afe5b8f42d734ed645346c9cc1fa696b90168dd4235674d30aa847b2c334d
HabboCatalogCom,recyclerPrizesWidgetLevelItem,HabboCatalogCom_recyclerPrizesWidgetLevelItem,class_314,1148_class_314.bin,C:\habbo\client\habbo-client-ngh\binaryData\1148_class_314.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_recyclerPrizesWidgetLevelItem.bin,7d9e24b70a742cbc874d75bf20fe7fd98bea6adde938593eae6208a57d2869e9,7d9e24b70a742cbc874d75bf20fe7fd98bea6adde938593eae6208a57d2869e9,identical,identical,7d9e24b70a742cbc874d75bf20fe7fd98bea6adde938593eae6208a57d2869e9
HabboCatalogCom,recyclerWidget,HabboCatalogCom_recyclerWidget,class_236,1066_class_236.bin,C:\habbo\client\habbo-client-ngh\binaryData\1066_class_236.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_recyclerWidget.bin,5d2bdce7bddb7ce2e0cd1dc40fddfd020318504f0dadbbba5810a48d076d6a47,e238999659284270c54e773127cb9e2f16b5be08813a9336290cf1ba3ebea92f,different,copied,5d2bdce7bddb7ce2e0cd1dc40fddfd020318504f0dadbbba5810a48d076d6a47
HabboCatalogCom,redeemItemCodeWidget,HabboCatalogCom_redeemItemCodeWidget,class_378,1346_class_378.bin,C:\habbo\client\habbo-client-ngh\binaryData\1346_class_378.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_redeemItemCodeWidget.bin,1eefe2f10b1802af85415fe5f30db0ff82510c27d0f14ece6eb793308a6fb11a,1eefe2f10b1802af85415fe5f30db0ff82510c27d0f14ece6eb793308a6fb11a,identical,identical,1eefe2f10b1802af85415fe5f30db0ff82510c27d0f14ece6eb793308a6fb11a
HabboCatalogCom,singleViewWidget,HabboCatalogCom_singleViewWidget,class_384,743_class_384.bin,C:\habbo\client\habbo-client-ngh\binaryData\743_class_384.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_singleViewWidget.bin,d3ee9493f759185aa53341765a9532e010bfff9e765829b6e153f8cdbe5ff438,ef7a401224e6cc4172db1ec9c556cd26595f2f2df703250e71b028e708227584,different,copied,d3ee9493f759185aa53341765a9532e010bfff9e765829b6e153f8cdbe5ff438
HabboCatalogCom,specialInfoWidget,HabboCatalogCom_specialInfoWidget,class_240,611_class_240.bin,C:\habbo\client\habbo-client-ngh\binaryData\611_class_240.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_specialInfoWidget.bin,95c1878e94731f82d9bbffb9e1b8b0d58c0c18ec12f6158c9816fd5154f69e55,63837789fea29f0e38798e976ce3c4c53776a1a0fbc08e3004503a3f9ffa4d52,different,copied,95c1878e94731f82d9bbffb9e1b8b0d58c0c18ec12f6158c9816fd5154f69e55
HabboCatalogCom,textInputWidget,HabboCatalogCom_textInputWidget,class_298,2172_class_298.bin,C:\habbo\client\habbo-client-ngh\binaryData\2172_class_298.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_textInputWidget.bin,3c51670a8cae72e9e4e6f292542801d561c88f7c827531efd1196e95fa50965d,3c51670a8cae72e9e4e6f292542801d561c88f7c827531efd1196e95fa50965d,identical,identical,3c51670a8cae72e9e4e6f292542801d561c88f7c827531efd1196e95fa50965d
HabboCatalogCom,traxPreviewWidget,HabboCatalogCom_traxPreviewWidget,class_256,1788_class_256.bin,C:\habbo\client\habbo-client-ngh\binaryData\1788_class_256.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_traxPreviewWidget.bin,68135437f740451d3b16559d3a55dbeea04f310ae4f5b0d5585a10c743dee461,68135437f740451d3b16559d3a55dbeea04f310ae4f5b0d5585a10c743dee461,identical,identical,68135437f740451d3b16559d3a55dbeea04f310ae4f5b0d5585a10c743dee461
HabboCatalogCom,trophyWidget,HabboCatalogCom_trophyWidget,class_388,1999_class_388.bin,C:\habbo\client\habbo-client-ngh\binaryData\1999_class_388.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_trophyWidget.bin,5373cb64c84bf2a074e23bd4588b9e54f1a043a10a6ad946e3363fdf2b11d8b0,9d1d0871847e6976cbdb39bf73e569d0549e5e93ad440027e78cc9ea3604f9ae,different,copied,5373cb64c84bf2a074e23bd4588b9e54f1a043a10a6ad946e3363fdf2b11d8b0
HabboCatalogCom,marketplace_offer_details,HabboCatalogCom_marketplace_offer_details,class_332,1463_class_332.bin,C:\habbo\client\habbo-client-ngh\binaryData\1463_class_332.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_marketplace_offer_details.bin,d5b493ded3c8e3f8916c6fb7817c54d2ac7367ed0b25a2ceae7a6b7f5b55c487,d5b493ded3c8e3f8916c6fb7817c54d2ac7367ed0b25a2ceae7a6b7f5b55c487,identical,identical,d5b493ded3c8e3f8916c6fb7817c54d2ac7367ed0b25a2ceae7a6b7f5b55c487
HabboCatalogCom,marketplace_purchase_confirmation,HabboCatalogCom_marketplace_purchase_confirmation,class_403,1216_class_403.bin,C:\habbo\client\habbo-client-ngh\binaryData\1216_class_403.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_marketplace_purchase_confirmation.bin,a9c96407c921621676525b358177235e103fa2abffbf19ea360317c82a932aa0,5e1e824fe6bf7409ad79938e005eb8cfd4cd1933645d804c09f02187cf1120a6,different,copied,a9c96407c921621676525b358177235e103fa2abffbf19ea360317c82a932aa0
HabboCatalogCom,marketplace_search_advanced,HabboCatalogCom_marketplace_search_advanced,class_243,440_class_243.bin,C:\habbo\client\habbo-client-ngh\binaryData\440_class_243.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_marketplace_search_advanced.bin,39d80d77b9700dac65a3654b5e39c6ca2c8cc6c4ae7aca48777664b35b2b56fc,6c6ddb05559b1b72fe063ce92cae6650f77b913d33155b36b71ca7af83a585f7,different,copied,39d80d77b9700dac65a3654b5e39c6ca2c8cc6c4ae7aca48777664b35b2b56fc
HabboCatalogCom,marketplace_search_simple,HabboCatalogCom_marketplace_search_simple,class_267,2150_class_267.bin,C:\habbo\client\habbo-client-ngh\binaryData\2150_class_267.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_marketplace_search_simple.bin,213a0958065ca1306e1d431a0c205e4d62af7b5c79f92b36b89482535fe6a2c3,6b65bd005e864ee2010a8a100d4bea63e625e8f12ddbbc5fe8bb600f8962a5ae,different,copied,213a0958065ca1306e1d431a0c205e4d62af7b5c79f92b36b89482535fe6a2c3
HabboCatalogCom,gift_palette_item,HabboCatalogCom_gift_palette_item,class_400,600_class_400.bin,C:\habbo\client\habbo-client-ngh\binaryData\600_class_400.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_gift_palette_item.bin,5efc8299faf438fcfcc91aa715f6202bb6ba1c38e67ea34d111208e63d71ac0a,5efc8299faf438fcfcc91aa715f6202bb6ba1c38e67ea34d111208e63d71ac0a,identical,identical,5efc8299faf438fcfcc91aa715f6202bb6ba1c38e67ea34d111208e63d71ac0a
HabboCatalogCom,price_display,HabboCatalogCom_price_display,class_291,311_class_291.bin,C:\habbo\client\habbo-client-ngh\binaryData\311_class_291.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_price_display.bin,f2e30a9e2113af9b886a93e3a0525ec2b69a043344e3dcc7cc0f7540e82f66aa,3d08a616d0f794d565eaccf398a8a754f61563e97f437ab3b21b23ec3ad12248,different,copied,f2e30a9e2113af9b886a93e3a0525ec2b69a043344e3dcc7cc0f7540e82f66aa
HabboCatalogCom,priceDisplayWidget,HabboCatalogCom_priceDisplayWidget,class_293,2287_class_293.bin,C:\habbo\client\habbo-client-ngh\binaryData\2287_class_293.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_priceDisplayWidget.bin,590033db5756dcfe2e498c0ffe39fcef67c0e61efe6d64cf764f93a3c1e41f10,590033db5756dcfe2e498c0ffe39fcef67c0e61efe6d64cf764f93a3c1e41f10,identical,identical,590033db5756dcfe2e498c0ffe39fcef67c0e61efe6d64cf764f93a3c1e41f10
HabboCatalogCom,purchase_confirmation,HabboCatalogCom_purchase_confirmation,class_290,798_class_290.bin,C:\habbo\client\habbo-client-ngh\binaryData\798_class_290.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_purchase_confirmation.bin,8326048cc75cf874e8d557d14fc333d796b8b8ca51f971172da25ae4829d7bf6,445a6d6fcd35b469da445ee005b06e73d761595d54abc062881464801cefbbd0,different,copied,8326048cc75cf874e8d557d14fc333d796b8b8ca51f971172da25ae4829d7bf6
HabboCatalogCom,gift_wrapping,HabboCatalogCom_gift_wrapping,class_323,700_class_323.bin,C:\habbo\client\habbo-client-ngh\binaryData\700_class_323.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_gift_wrapping.bin,8ae7910eb1f4df5cfcec9ff6b7f86c698dc2bff5bc1bf1101ab121801ae30827,9bba121cfd41800872ad51fae857cec7fd341361aabcdf9bb92c5bc5612187c0,different,copied,8ae7910eb1f4df5cfcec9ff6b7f86c698dc2bff5bc1bf1101ab121801ae30827
HabboCatalogCom,gift_incognito,HabboCatalogCom_gift_incognito,class_365,1759.png,C:\habbo\client\habbo-client-ngh\images\1759.png,C:\habbo\client\habbo-client-clean\src\images\HabboCatalogCom_gift_incognito.png,54b1128f55e16ba685ee2efa61361f27a0ba768eefae39640203e15c8103f32d,9d177038374909518413844704ac39513c40b730622fb41af0c46e09872d4945,different,copied,54b1128f55e16ba685ee2efa61361f27a0ba768eefae39640203e15c8103f32d
HabboCatalogCom,suggestion_list_item,HabboCatalogCom_suggestion_list_item,class_382,1350_class_382.bin,C:\habbo\client\habbo-client-ngh\binaryData\1350_class_382.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_suggestion_list_item.bin,91df0650d8f80aac324823a9270b1e1bd9c76eecaf3a5568e356c744df5162bb,bc4d57e7d76e7d277dd23cf304e7a7bb9b17ed8862a8c489c251ff695478a590,different,copied,91df0650d8f80aac324823a9270b1e1bd9c76eecaf3a5568e356c744df5162bb
HabboCatalogCom,suggestion_list_item_new,HabboCatalogCom_suggestion_list_item_new,class_340,851_class_340.bin,C:\habbo\client\habbo-client-ngh\binaryData\851_class_340.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_suggestion_list_item_new.bin,389af80963405d0c7d7eeade4546df757a58fe7f05e514a1d8fcc453ca7e2756,5f3431ef4c9121214e2f6e9d55bf154bf07012afb1268f2b211bb840bbcb6225,different,copied,389af80963405d0c7d7eeade4546df757a58fe7f05e514a1d8fcc453ca7e2756
HabboCatalogCom,spaces,HabboCatalogCom_spaces,class_352,1751_class_352.bin,C:\habbo\client\habbo-client-ngh\binaryData\1751_class_352.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_spaces.bin,02453bf0edaaedbafe733ff549772dd3a0479c7152937119c7b78af8d277abee,02453bf0edaaedbafe733ff549772dd3a0479c7152937119c7b78af8d277abee,identical,identical,02453bf0edaaedbafe733ff549772dd3a0479c7152937119c7b78af8d277abee
HabboCatalogCom,purchaseButtons,HabboCatalogCom_purchaseButtons,class_313,525_class_313.bin,C:\habbo\client\habbo-client-ngh\binaryData\525_class_313.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_purchaseButtons.bin,fdb9ef17a7659ac8962a187b2e5667783689e5cfde842ef9896c0efb12cb0eb8,f082989726a6cffd39c095bea483661e8f1f8907361f05e2a9bb1772737c2898,different,copied,fdb9ef17a7659ac8962a187b2e5667783689e5cfde842ef9896c0efb12cb0eb8
HabboCatalogCom,purchaseWidgetBuyVipStub,HabboCatalogCom_purchaseWidgetBuyVipStub,class_274,644_class_274.bin,C:\habbo\client\habbo-client-ngh\binaryData\644_class_274.bin,C:\habbo\client\habbo-client-clean\src\binaryData\HabboCatalogCom_purchaseWidgetBuyVipStub.bin,8e7ae44c23b6c6ec2b79fe336e7f0fe05a167474e9976c4892d89b25bc04e355,8e7ae44c23b6c6ec2b79fe336e7f0fe05a167474e9976c4892d89b25bc04e355,identical,identical,8e7ae44c23b6c6ec2b79fe336e7f0fe05a167474e9976c4892d89b25bc04e355
